Std,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,HV
CSN CSN CSN 422435 Desconhecido,350,350,0.0,0.0,115000,46000,0.25,7160,520.0,260.0
CSN CSN CSN 422540 Desconhecido,400,180,4.0,0.0,160000,64000,0.27,7160,300.0,220.0
CSN CSN CSN 422555 Desconhecido,580,300,4.0,0.0,160000,64000,0.27,7160,430.0,240.0
CSN CSN CSN 422630 Desconhecido,363,200,25.0,0.0,206000,80000,0.3,7160,0.0,105.0
CSN CSN CSN 422640 Desconhecido,441,240,22.0,0.0,206000,80000,0.3,7160,0.0,127.0
CSN CSN CSN 422650 Desconhecido,490,260,19.0,0.0,206000,80000,0.3,7160,0.0,147.0
CSN CSN CSN 242660 Desconhecido,588,300,10.0,0.0,206000,80000,0.3,7160,0.0,167.0
CSN CSN CSN 422670 Desconhecido,686,350,6.0,0.0,206000,80000,0.3,7160,0.0,193.0
CSN CSN CSN 422709 Desconhecido,530,300,0.0,0.0,206000,80000,0.3,7160,0.0,0.0
CSN CSN CSN 422712 Desconhecido,422,250,25.0,0.0,206000,80000,0.3,7160,0.0,120.0
CSN CSN CSN 422713 Desconhecido,490,290,20.0,0.0,206000,80000,0.3,7160,0.0,140.0
CSN CSN CSN 422724 Desconhecido,637,420,15.0,0.0,206000,80000,0.3,7160,0.0,190.0
CSN CSN CSN 422735 Desconhecido,785,520,5.0,0.0,206000,80000,0.3,7160,0.0,235.0
CSN CSN CSN 422739 Desconhecido,830,550,0.0,0.0,206000,80000,0.3,7160,0.0,250.0
CSN CSN CSN 422753 Desconhecido,981,650,3.0,0.0,206000,80000,0.3,7160,0.0,300.0
CSN CSN CSN 422906 Desconhecido,550,390,0.0,0.0,206000,80000,0.3,7160,0.0,0.0
CSN CSN CSN 422912 Desconhecido,500,320,0.0,0.0,206000,80000,0.3,7160,0.0,0.0
CSN CSN CSN 423042 Desconhecido,380,265,0.0,0.0,120000,45000,0.31,8800,0.0,0.0
CSN CSN CSN 423044 Desconhecido,380,265,0.0,0.0,120000,45000,0.31,8800,0.0,0.0
CSN CSN CSN 423045 Desconhecido,380,265,0.0,0.0,120000,45000,0.31,8800,0.0,0.0
CSN CSN CSN 423047 Desconhecido,380,265,0.0,0.0,120000,45000,0.31,8800,0.0,0.0
CSN CSN CSN 423115 Desconhecido,180,160,0.0,0.0,105000,40000,0.31,8800,0.0,0.0
CSN CSN CSN 423119 Desconhecido,180,160,0.0,0.0,105000,40000,0.31,8800,0.0,0.0
CSN CSN CSN 423123 Desconhecido,180,160,0.0,0.0,105000,40000,0.31,8800,0.0,0.0
CSN CSN CSN 423135 Desconhecido,150,120,0.0,0.0,105000,40000,0.31,8800,0.0,0.0
CSN CSN CSN 423137 Desconhecido,170,100,0.0,0.0,105000,40000,0.31,8800,0.0,0.0
CSN CSN CSN 423145 Desconhecido,400,130,0.0,0.0,120000,45000,0.32,8800,0.0,0.0
CSN CSN CSN 423147 Desconhecido,400,130,0.0,0.0,120000,45000,0.32,8800,0.0,0.0
CSN CSN CSN 423210 Desconhecido,330,100,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 423212 Desconhecido,330,100,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 423213 Desconhecido,330,100,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 423214 Desconhecido,330,100,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 423256 Desconhecido,350,255,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 423311 Desconhecido,600,350,0.0,0.0,100000,37000,0.34,8500,0.0,0.0
CSN CSN CSN 424201 Desconhecido,400,230,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424203 Desconhecido,430,230,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424204 Desconhecido,430,230,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424250 Desconhecido,340,190,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424401 Desconhecido,280,100,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424413 Desconhecido,200,110,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
CSN CSN CSN 424415 Desconhecido,200,110,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
GOST GOST Steel ST3KP GOST 380-94 Desconhecido,360,235,27.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST3PC GOST 380-94 Desconhecido,370,245,26.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST3CP GOST 380-94 Desconhecido,380,255,26.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST4KP GOST 380-94 Desconhecido,400,255,25.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST4PS GOST 380-94 Desconhecido,410,265,24.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST4SP GOST 380-94 Desconhecido,410,265,24.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST5PS GOST 380-94 Desconhecido,490,285,20.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST5SP GOST 380-94 Desconhecido,490,295,20.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST6PS GOST 380-94 Desconhecido,590,315,15.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel ST6SP GOST 380-94 Desconhecido,600,320,15.0,0.0,201000,78000,0.29,7856,0.0,0.0
GOST GOST Steel S235 GOST 27772-88 Desconhecido,360,225,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
GOST GOST Steel S245 GOST 27772-88 Desconhecido,370,235,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
GOST GOST Steel S255 GOST 27772-88 Desconhecido,370,245,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
GOST GOST Steel S285 GOST 27772-88 Desconhecido,390,265,23.0,0.0,206000,80000,0.3,7860,0.0,0.0
GOST GOST Steel S345 GOST 27772-88 Desconhecido,450,325,21.0,0.0,206000,80000,0.3,7860,370.0,0.0
GOST GOST Steel S375 GOST 27772-88 Desconhecido,480,335,20.0,0.0,206000,80000,0.3,7860,430.0,0.0
GOST GOST Steel 08 GOST 1050-88 normalized,320,196,33.0,131.0,203000,78000,0.3,7871,0.0,0.0
GOST GOST Steel 10 GOST 1050-88 normalized,330,205,31.0,143.0,206000,79000,0.3,7856,0.0,0.0
GOST GOST Steel 10 GOST 1050-88 case-hardened,400,250,8.0,0.0,206000,79000,0.3,7856,1300.0,0.0
GOST GOST Steel 10 GOST 1050-88 Cold working,410,250,8.0,187.0,206000,79000,0.3,7856,0.0,0.0
GOST GOST Steel 10 GOST 1050-88 Annealing or high tempering,290,190,26.0,143.0,206000,79000,0.3,7856,0.0,0.0
GOST GOST Steel 15 GOST 1050-88 normalized,370,225,27.0,149.0,201000,78000,0.29,7850,0.0,0.0
GOST GOST Steel 15 GOST 1050-88 case-hardened,450,250,8.0,0.0,201000,78000,0.29,7850,1300.0,0.0
GOST GOST Steel 15 GOST 1050-88 Cold working,440,340,8.0,197.0,201000,78000,0.29,7850,0.0,0.0
GOST GOST Steel 15 GOST 1050-88 Annealing or high tempering,340,220,23.0,149.0,201000,78000,0.29,7850,0.0,0.0
GOST GOST Steel 20 GOST 1050-88 normalized,410,245,25.0,163.0,212000,82000,0.29,7859,0.0,0.0
GOST GOST Steel 20 GOST 1050-88 case-hardened,500,300,0.0,0.0,212000,82000,0.29,7859,0.0,0.0
GOST GOST Steel 20 GOST 1050-88 Cold working,490,300,7.0,207.0,212000,82000,0.29,7859,0.0,0.0
GOST GOST Steel 20 GOST 1050-88 Annealing or high tempering,390,240,21.0,163.0,212000,82000,0.29,7859,0.0,0.0
GOST GOST Steel 25 GOST 1050-88 normalized,450,275,23.0,170.0,198000,77000,0.29,7820,0.0,0.0
GOST GOST Steel 25 GOST 1050-88 case-hardened,550,350,0.0,0.0,198000,77000,0.29,7820,0.0,0.0
GOST GOST Steel 25 GOST 1050-88 Cold working,540,350,7.0,217.0,198000,77000,0.29,7820,0.0,0.0
GOST GOST Steel 25 GOST 1050-88 Annealing or high tempering,410,270,19.0,170.0,198000,77000,0.29,7820,0.0,0.0
GOST GOST Steel 30 GOST 1050-88 normalized,490,295,21.0,179.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 30 GOST 1050-88 Improved,600,350,0.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 30 GOST 1050-88 Cold working,560,340,7.0,229.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 30 GOST 1050-88 Annealing or high tempering,440,290,17.0,179.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 30 GOST 1050-88 Quenched and tempered,575,295,21.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 35 GOST 1050-88 normalized,530,315,20.0,207.0,206000,79000,0.3,7826,0.0,0.0
GOST GOST Steel 35 GOST 1050-88 Improved,650,380,19.0,0.0,206000,79000,0.3,7826,1210.0,0.0
GOST GOST Steel 35 GOST 1050-88 Quenching and cooling in the water,1000,650,0.0,0.0,206000,79000,0.3,7826,0.0,0.0
GOST GOST Steel 35 GOST 1050-88 Cold working,590,350,6.0,229.0,206000,79000,0.3,7826,0.0,0.0
GOST GOST Steel 35 GOST 1050-88 Annealing or high tempering,470,310,15.0,187.0,206000,79000,0.3,7826,0.0,0.0
GOST GOST Steel 35 GOST 1050-88 Quenched and tempered,625,315,20.0,0.0,206000,79000,0.3,7826,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 normalized,570,335,19.0,217.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 Improved,700,400,0.0,0.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 Quenching and cooling in the water,1000,650,0.0,0.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 Cold working,610,380,6.0,241.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 Annealing or high tempering,510,330,14.0,197.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 40 GOST 1050-88 Quenched and tempered,675,355,19.0,0.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 normalized,600,355,16.0,220.0,200000,77000,0.3,7810,420.0,0.0
GOST GOST Steel 45 GOST 1050-88 Improved,750,450,16.0,0.0,200000,77000,0.3,7810,1210.0,0.0
GOST GOST Steel 45 GOST 1050-88 Quenching and cooling in the oil,900,650,0.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 Quenching and cooling in the water,1000,700,0.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 Quenching and heating,750,450,0.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 Cold working,640,440,6.0,241.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 Annealing or high tempering,540,350,13.0,207.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 45 GOST 1050-88 Quenched and tempered,705,375,17.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 50 GOST 1050-88 normalized,600,355,14.0,241.0,216000,83000,0.3,7810,0.0,0.0
GOST GOST Steel 50 GOST 1050-88 Improved,900,700,15.0,0.0,216000,83000,0.3,7810,1210.0,0.0
GOST GOST Steel 50 GOST 1050-88 Cold working,660,450,6.0,255.0,216000,83000,0.3,7810,0.0,0.0
GOST GOST Steel 50 GOST 1050-88 Annealing or high tempering,560,370,12.0,217.0,216000,83000,0.3,7810,0.0,0.0
GOST GOST Steel 50 GOST 1050-88 Quenched and tempered,725,400,16.0,0.0,216000,83000,0.3,7810,0.0,0.0
GOST GOST Steel 55 GOST 1050-88 normalized,630,375,13.0,255.0,210000,81000,0.3,7820,0.0,0.0
GOST GOST Steel 55 GOST 1050-88 Quenched and tempered,775,420,15.0,0.0,210000,81000,0.3,7820,0.0,0.0
GOST GOST Steel 60 GOST 1050-88 normalized,680,400,12.0,255.0,204000,79000,0.29,7810,450.0,0.0
GOST GOST Steel 60 GOST 1050-88 Quenched and tempered,825,450,14.0,0.0,204000,79000,0.29,7810,0.0,0.0
GOST GOST Steel 20G GOST 1050-88 normalized,460,280,0.0,0.0,204000,79000,0.29,7820,0.0,0.0
GOST GOST Steel 20G GOST 1050-88 Quenching and cooling in the water,570,420,0.0,0.0,204000,79000,0.29,7820,0.0,0.0
GOST GOST Steel 30G GOST 1050-88 normalized,550,320,0.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 30G GOST 1050-88 Quenching and cooling in the water,680,560,0.0,0.0,200000,77000,0.3,7810,0.0,0.0
GOST GOST Steel 40G GOST 1050-88 normalized,600,360,0.0,0.0,204000,79000,0.29,7810,0.0,0.0
GOST GOST Steel 40G GOST 1050-88 Quenching and cooling in the water,840,590,0.0,0.0,204000,79000,0.29,7810,0.0,0.0
GOST GOST Steel 50G GOST 1050-88 normalized,660,400,0.0,0.0,216000,84000,0.29,7810,0.0,0.0
GOST GOST Steel 50G GOST 1050-88 Quenching and cooling in the water,820,560,0.0,0.0,216000,84000,0.29,7810,0.0,0.0
GOST GOST Steel 65G GOST 1050-88 normalized,750,440,0.0,0.0,215000,83000,0.3,7850,0.0,0.0
GOST GOST Steel 65G GOST 1050-88 Improved,900,700,0.0,0.0,215000,83000,0.3,7850,0.0,0.0
GOST GOST Steel A11 GOST 1414-75 Desconhecido,490,390,10.0,207.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel A12 GOST 1414-75 Desconhecido,510,390,7.0,217.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel A12 GOST 1414-75 Desconhecido,460,390,7.0,217.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel A20 GOST 1414-75 Desconhecido,530,390,7.0,217.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel A30 GOST 1414-75 Desconhecido,540,390,6.0,223.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel A35 GOST 1414-75 Desconhecido,570,390,6.0,229.0,216000,83000,0.3,7860,0.0,0.0
GOST GOST Steel 15Ch GOST 4543-71 Desconhecido,690,490,12.0,0.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 20Ch GOST 4543-71 Desconhecido,780,635,11.0,179.0,216000,83000,0.3,7830,0.0,0.0
GOST GOST Steel 20Ch GOST 4543-71 normalized,600,300,0.0,0.0,216000,83000,0.3,7830,0.0,0.0
GOST GOST Steel 20Ch GOST 4543-71 Improved,700,500,0.0,0.0,216000,83000,0.3,7830,0.0,0.0
GOST GOST Steel 20Ch GOST 4543-71 Quenching and cooling in the oil,850,630,0.0,0.0,216000,83000,0.3,7830,0.0,0.0
GOST GOST Steel 30Ch GOST 4543-71 Desconhecido,880,685,12.0,187.0,208000,80000,0.3,7820,0.0,0.0
GOST GOST Steel 35Ch GOST 4543-71 Desconhecido,910,735,11.0,197.0,214000,83000,0.29,7850,0.0,0.0
GOST GOST Steel 40Ch GOST 4543-71 Desconhecido,980,785,10.0,217.0,214000,83000,0.29,7850,0.0,0.0
GOST GOST Steel 40Ch GOST 4543-71 normalized,630,330,0.0,0.0,214000,83000,0.29,7850,0.0,0.0
GOST GOST Steel 40Ch GOST 4543-71 Improved,800,650,0.0,0.0,214000,83000,0.29,7850,0.0,0.0
GOST GOST Steel 45Ch GOST 4543-71 Desconhecido,1030,835,9.0,229.0,206000,79000,0.3,7820,0.0,0.0
GOST GOST Steel 45Ch GOST 4543-71 normalized,650,350,0.0,0.0,206000,79000,0.3,7820,0.0,0.0
GOST GOST Steel 45Ch GOST 4543-71 Improved,950,750,0.0,0.0,206000,79000,0.3,7820,0.0,0.0
GOST GOST Steel 50Ch GOST 4543-71 normalized,650,350,0.0,0.0,207000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 10G2 GOST 4543-71 normalized,430,250,0.0,0.0,204000,79000,0.29,7790,0.0,0.0
GOST GOST Steel 35G2 GOST 4543-71 normalized,630,370,0.0,0.0,204000,79000,0.29,7790,0.0,0.0
GOST GOST Steel 35G2 GOST 4543-71 Quenching and cooling in the water,800,650,0.0,249.0,204000,79000,0.29,7790,0.0,0.0
GOST GOST Steel 40G2 GOST 4543-71 normalized,670,390,0.0,0.0,212000,82000,0.29,7800,0.0,0.0
GOST GOST Steel 45G2 GOST 4543-71 normalized,700,410,0.0,0.0,204000,79000,0.29,7810,0.0,0.0
GOST GOST Steel 45G2 GOST 4543-71 Quenching and cooling in the oil,850,700,0.0,295.0,204000,79000,0.29,7810,0.0,0.0
GOST GOST Steel 33ChS GOST 4543-71 normalized,600,300,0.0,0.0,214000,83000,0.29,7640,0.0,0.0
GOST GOST Steel 33ChS GOST 4543-71 Quenching and cooling in the oil,900,700,0.0,0.0,214000,83000,0.29,7640,0.0,0.0
GOST GOST Steel 38ChS GOST 4543-71 Improved,950,750,0.0,0.0,211000,82000,0.29,7640,0.0,0.0
GOST GOST Steel 30ChMA GOST 4543-71 Desconhecido,930,735,12.0,229.0,208000,80000,0.3,7820,0.0,0.0
GOST GOST Steel 30ChM GOST 4543-71 Quenching and cooling in the oil,950,750,0.0,0.0,208000,80000,0.3,7820,0.0,0.0
GOST GOST Steel 35ChM GOST 4543-71 Desconhecido,930,835,12.0,241.0,213000,82000,0.3,7820,0.0,0.0
GOST GOST Steel 35ChM GOST 4543-71 Quenching and cooling in the oil,1000,850,0.0,270.0,213000,82000,0.3,7820,0.0,0.0
GOST GOST Steel 18ChG GOST 4543-71 Quenching and cooling in the oil,800,735,10.0,187.0,213000,82000,0.3,7820,0.0,0.0
GOST GOST Steel 18ChGT GOST 4543-71 normalized,700,430,0.0,0.0,211000,82000,0.29,7800,0.0,0.0
"GOST GOST Steel 18ChGT GOST 4543-71 Case hardening,quenching and cooling in the oil",1000,800,9.0,0.0,211000,82000,0.29,7800,0.0,0.0
"GOST GOST Steel 30ChGT GOST 4543-71 Case hardening,quenching and cooling in the oil",1100,800,0.0,0.0,212000,82000,0.29,7800,0.0,0.0
GOST GOST Steel 20ChGSA GOST 4543-71 Desconhecido,780,635,12.0,207.0,213000,82000,0.3,7760,0.0,0.0
GOST GOST Steel 20ChGSA GOST 4543-71 Quenching and cooling in the oil,800,650,0.0,0.0,213000,82000,0.3,7760,0.0,0.0
GOST GOST Steel 40ChFA GOST 4543-71 Quenching and cooling in the oil,900,750,10.0,0.0,215000,83000,0.3,7810,0.0,0.0
GOST GOST Steel 30ChGS GOST 4543-71 Desconhecido,1080,835,10.0,229.0,213000,82000,0.3,7850,0.0,0.0
GOST GOST Steel 20ChN GOST 4543-71 Desconhecido,780,590,14.0,197.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 40ChN GOST 4543-71 Desconhecido,980,785,11.0,229.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 40ChN GOST 4543-71 normalized,780,460,0.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 45ChN GOST 4543-71 Desconhecido,1030,835,10.0,207.0,200000,77000,0.3,7820,0.0,0.0
GOST GOST Steel 30ChN3A GOST 4543-71 Desconhecido,980,785,10.0,241.0,215000,83000,0.3,7850,0.0,0.0
GOST GOST Steel 12ChN2 GOST 4543-71 Quenching and cooling in the oil,800,600,0.0,0.0,211000,82000,0.29,7880,0.0,0.0
"GOST GOST Steel 12ChN2 GOST 4543-71 Case hardening,quenching and cooling in the oil",800,600,0.0,0.0,211000,82000,0.29,7880,0.0,0.0
GOST GOST Steel 12ChN3A GOST 4543-71 Improved,950,700,11.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 12ChN3A GOST 4543-71 Quenching and heating,1000,850,0.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 20Ch2N4A GOST 4543-71 Quenching and heating,680,450,0.0,0.0,203000,78000,0.3,7850,0.0,0.0
"GOST GOST Steel 20Ch2N4A GOST 4543-71 Case hardening,quenching and cooling in the oil",1100,850,10.0,0.0,203000,78000,0.3,7850,0.0,0.0
GOST GOST Steel 30ChGS GOST 4543-71 Annealing,600,360,0.0,0.0,213000,82000,0.3,7850,0.0,0.0
GOST GOST Steel 30ChGSA GOST 4543-71 Improved,1100,850,0.0,0.0,215000,83000,0.3,7850,0.0,0.0
GOST GOST Steel 38Ch210 GOST 4543-71 Quenching and cooling in the oil,800,700,0.0,0.0,215000,83000,0.3,7850,0.0,0.0
GOST GOST Steel 38ChA GOST 4543-71 Quenched and tempered,930,785,12.0,0.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 38Ch2MJuA GOST 4543-71 Desconhecido,980,835,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
GOST GOST Steel 12MCh GOST 20072-74 Desconhecido,410,235,21.0,217.0,212000,82000,0.29,7850,0.0,0.0
GOST GOST Steel 12Ch1MF GOST 20072-74 Desconhecido,470,255,21.0,217.0,198000,77000,0.29,7800,0.0,0.0
GOST GOST Steel 20Ch1M1F1TR GOST 20072-74 Desconhecido,780,665,15.0,229.0,200000,77000,0.3,7800,0.0,0.0
GOST GOST Steel 20Ch1M1F1BR GOST 20072-74 Desconhecido,780,665,14.0,229.0,200000,77000,0.3,7800,0.0,0.0
GOST GOST Steel 25Ch1MF GOST 20072-74 Desconhecido,880,735,14.0,229.0,213000,82000,0.3,7840,0.0,0.0
GOST GOST Steel 25Ch1MF GOST 20072-74 Desconhecido,780,665,16.0,229.0,213000,82000,0.3,7840,0.0,0.0
GOST GOST Steel 18Ch3MV GOST 20072-74 Desconhecido,640,440,18.0,270.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 20Ch3MVF GOST 20072-74 Desconhecido,880,735,12.0,269.0,207000,80000,0.29,7800,0.0,0.0
GOST GOST Steel 15Ch5 GOST 20072-74 Desconhecido,390,165,24.0,217.0,215000,83000,0.3,7630,0.0,0.0
GOST GOST Steel 15Ch5M GOST 20072-74 Desconhecido,390,215,22.0,217.0,211000,82000,0.29,7750,0.0,0.0
GOST GOST Steel 15Ch5VF GOST 20072-74 Desconhecido,390,215,22.0,217.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 12Ch8VF GOST 20072-74 Desconhecido,390,165,22.0,217.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 13Ch14N3V2FR GOST 5949-75 Desconhecido,930,735,14.0,302.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 10Ch11N23T3MR GOST 5949-75 Desconhecido,880,590,8.0,0.0,200000,77000,0.3,8120,0.0,0.0
GOST GOST Steel 10Ch11N23T3MR GOST 5949-75 Desconhecido,980,685,10.0,0.0,200000,77000,0.3,8120,0.0,0.0
GOST GOST Steel 12Ch18N10T GOST 5949-75 Desconhecido,510,196,40.0,0.0,215000,83000,0.3,7630,0.0,0.0
GOST GOST Steel 12Ch18N9T GOST 5949-75 Desconhecido,540,196,40.0,0.0,195000,75000,0.3,7900,0.0,0.0
GOST GOST Steel 12Ch18N12T GOST 5949-75 Desconhecido,540,196,40.0,0.0,200000,77000,0.3,7850,0.0,0.0
GOST GOST Steel 12Ch25N16G7AR GOST 5949-75 Desconhecido,690,325,40.0,0.0,216000,84000,0.29,7670,0.0,0.0
GOST GOST Steel 20 GOST 1577-93 normalized,475,230,27.0,156.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 20 GOST 1577-93 normalized,450,210,25.0,156.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 20 GOST 1577-93 Quenched and tempered,625,350,20.0,156.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 20 GOST 1577-93 Quenched and tempered,575,300,22.0,156.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 25 GOST 1577-93 normalized,495,260,25.0,170.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 25 GOST 1577-93 normalized,495,240,25.0,170.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 25 GOST 1577-93 normalized,475,220,23.0,170.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 25 GOST 1577-93 Quenched and tempered,625,370,19.0,170.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 25 GOST 1577-93 Quenched and tempered,575,320,21.0,170.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 normalized,540,280,23.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 normalized,540,250,23.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 normalized,520,230,21.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 Quenched and tempered,675,400,18.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 Quenched and tempered,625,350,20.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 30 GOST 1577-93 Quenched and tempered,575,300,21.0,179.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 normalized,575,300,21.0,207.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 normalized,575,270,21.0,207.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 normalized,555,245,19.0,207.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 Quenched and tempered,705,430,17.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 Quenched and tempered,675,370,19.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 35 GOST 1577-93 Quenched and tempered,625,320,20.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 normalized,625,320,19.0,217.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 normalized,625,290,19.0,217.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 normalized,605,260,17.0,217.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 Quenched and tempered,725,460,16.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 Quenched and tempered,705,400,18.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 40 GOST 1577-93 Quenched and tempered,675,350,19.0,187.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 normalized,675,340,17.0,229.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 normalized,675,305,17.0,229.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 normalized,655,275,15.0,229.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 Quenched and tempered,775,500,14.0,197.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 Quenched and tempered,725,430,16.0,197.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 45 GOST 1577-93 Quenched and tempered,705,370,17.0,197.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 50 GOST 1577-93 normalized,710,355,16.0,241.0,206000,80000,0.29,7860,0.0,0.0
GOST GOST Steel 50 GOST 1577-93 normalized,710,320,16.0,241.0,206000,80000,0.29,7860,0.0,0.0
